_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,counterspeech_type,confidence,counterspeech,does_the_reply_comment_fit_the_provided_definition_of_counterspeech:confidence,check_one_or_more_types_of_counterspeech_gold,does_the_reply_comment_fit_the_provided_definition_of_counterspeech_gold,reply_to,source
2652531635,false,finalized,4,2/17/2020 06:36:51,,,no,1.0,,,If walls didnt work then why do people keep building them?  Why do people build fences if they dont work? Do you live in a home? with 4 walls? I dont want my kids growing up in a world where they have to build walls around their hearts all because we couldnt build a wall on OUR border.,Jeanie Railsback then they will be slaughtered!
2652531636,false,finalized,3,2/17/2020 06:34:38,,,no,1.0,,,If walls didnt work then why do people keep building them?  Why do people build fences if they dont work? Do you live in a home? with 4 walls? I dont want my kids growing up in a world where they have to build walls around their hearts all because we couldnt build a wall on OUR border.,If walls didnt work then why do people keep building them?  Why do people build fences if they dont work? Do you live in a home? with 4 walls? I dont want my kids growing up in a world where they have to build walls around their hearts all because we couldnt build a wall on OUR border.
2652531641,false,in progress,2,"",,,no,1.0,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,"Wendi DelValle sounds like guns in the wrong hands is the issue, not walls.   5 Americans shot and killed at their job, by another American."
2652531644,false,finalized,3,2/17/2020 06:25:20,,,no,0.6409,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,How many children have been killed by Americans?
2652531646,false,finalized,3,2/17/2020 06:40:14,,,no,1.0,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,Hal Eric Mitlitsky if there ever will be another democratic president. All the reasons you just mentioned are reasons why there shouldn't ever be one again.
2652531649,false,finalized,3,2/17/2020 06:24:36,,,no,0.6759,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,Wendi DelValle so sorry about your brother 😢
2652531650,false,in progress,2,"",humor__some_aspects_of_the_comment_mock_or_expose_absurdity,0.5205,yes,1.0,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,A wall won't bring your relative back. It will just waste your tax dollars.
2652531651,false,in progress,2,2/17/2020 06:12:45,,,no,1.0,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,Hal Eric Mitlitsky why wouldn't a wall work??? i want to hear your thought
2652531653,false,in progress,2,"",,,no,1.0,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,Brandon Turner the wall is another tool we need and want. Would you rather us on the border shoot the trespassers?
2652531655,false,in progress,1,"",,,no,1.0,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,Yes. There are a lot of hateful trolls.  I’d personally go build that wall especially if it would save lives
2652531657,false,in progress,2,2/17/2020 06:33:14,positive_tone__engenders_postive_conversation,0.5205,yes,1.0,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,"Wendi DelValle   Sorry for your loss. Unfortunately Donald Trump's boondoggle of a wall would not have helped.  Let him open Pandora's Box. Remember, once you open Pandora's Box you can't close it.  Donald Trump. Go ahead and declare a National Emergency. One of two things will happen. Either you will lose in court. Or, the next Democratic president will declare a National Emergency for climate change, gun control, DACA, Health Care reform and middle-class tax cuts. Just to start with. 😎"
2652531658,false,finalized,3,2/17/2020 06:40:06,,,no,0.6358,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,"Lisa Vocelka No you libtard you need to build that wall and evivt the illegals, Bad the magic Kenyan done that as he promised this guy would noy have lost his daughter to an illegal scumbag."
2652531660,false,in progress,2,2/17/2020 06:19:16,,,no,0.511,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,Shut your lying ass up.
2652531662,false,finalized,4,2/17/2020 06:35:33,,,no,1.0,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,Johntavious Williams well it wasn't! So why create a fake narrative! Troll!
2652531664,false,in progress,1,"",,,no,1.0,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,Wendi DelValle liar.
2652531665,false,in progress,1,2/17/2020 06:33:34,,,no,1.0,,,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,Wendi Devalle i am sorry for your loss and i totally agree with you and don't listen to haters
2652531669,false,in progress,2,2/17/2020 06:13:57,,,no,1.0,,,original post,As a UK tax payer I'd much rather we gift you 5 billion for the wall as opposed to giving the EU 39 billion a year to destroy my culture.
2652531670,false,finalized,4,2/17/2020 06:37:05,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,"OK Stop sending 39 billion dollars to EU!!! I second that for any reason!!! You By Wall!! We Stop Payment to EU,Mexico,Guetamala,ElSalvador,Venezuela,Haiti,Africa,And Everybody!!! Great!!!"
2652531671,false,in progress,1,"",,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,"Skip Rowland guessing you don't have to live around meth toting Mexicans. instead all you retards are making it about race. try visiting one of the cities or counties that have been infested by methicans(aka drug mules) like my area. all you can see is addicts, murder, fighting and stealing. they are living in houses that aren't supposed to be lived in by anyone."
2652531673,false,in progress,1,"",,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Carl Ostendarpnot asylum illegal immigrants lying to get asylum status deportation is the only solution
2652531675,false,in progress,1,"",,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,James McFarlane You can certainly have him. Any respect I might have had for him vanished the day he referred to Hispanics as murders and rapists. As if we in the US have only law abiding citizens.
2652531676,false,in progress,1,2/17/2020 06:31:30,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,"Srinivas Ch if Trump will win all he doing ,and com back in 2020 what will you say then ? Will you need to study this history closer and what ever he say he will do he have done many and will do much more Trust God 🙏!"
2652531677,false,in progress,2,2/17/2020 06:09:19,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones AMEN
2652531678,false,in progress,2,2/17/2020 06:20:04,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,"Everybody cares about his or her own self, but as a president his primary aim suppose to be putting the  needs of the masses first before considering his own need because without the masses who voted for him he will not be in that seat."
2652531681,false,finalized,4,2/17/2020 06:26:56,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Robert Cee yeah I do. He actually does what he says!  Oh and where's your impeachment for Russian collusion?  LoL epic fucktardedness
2652531682,false,in progress,2,2/17/2020 05:57:31,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,#NationalEmergency = #ThreedaysGolf @ #Mar- #a - #largo .
2652531683,false,in progress,2,2/17/2020 06:02:32,,,no,0.5505,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,"How about gifting that £5bn to the NHS, you Brexiter muppet coward?"
2652531687,false,in progress,1,2/17/2020 06:31:32,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,"Yeah, Angel Precious .  $22tn deficit the highest ever. He really cares about himself!"
2652531692,false,in progress,2,2/17/2020 06:33:36,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Carl Ostendarp GO LIVE THERE- - THEN YOU WILL KNOW WHAT YOU ARE TALKING ABOUT
2652531693,false,finalized,3,2/17/2020 06:40:06,,,no,0.6879,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones  The £39 billion is the divorce bill that we HAVE to pay to the EU.muppet!
2652531697,false,in progress,2,"",,,no,0.5506,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones with you Danny...🇬🇧 #pleasegiveusastrongleaderlikeTrump
2652531702,false,finalized,3,2/17/2020 06:26:19,,,no,0.64,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,"BC:  You live off liberal’s taxes and we produce most of the nation’s GDP. You upstate losers live off the taxes we pay. You literally sit there living off government aid you welfare queen. You are a human remora (I will wait for you to look it up, because I know you’re an uneducated moron who needs to look up a lot of things)."
2652531705,false,in progress,2,2/17/2020 06:28:17,humor__some_aspects_of_the_comment_mock_or_expose_absurdity,0.5155,yes,0.5155,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,"And you support Trump BC, so gullible  https://www.nytimes.com/2019/02/07/nyregion/trump-new-york.html"
2652531706,false,finalized,3,2/17/2020 06:32:06,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,"Kevin smith, ha so you believe in an armed revolution very gung ho of you to recommend that to the UK. Be we are not Gun mad unlike you lot who don't deal with the problem thats killing your kids"
2652531707,false,in progress,2,"",,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,The One'n'Only Mr. Fake News manufactures a Fake Crisis that he tries to sell it to us with nothing but Lies and Fake News Alternative Facts!!!
2652531712,false,in progress,2,2/17/2020 06:31:30,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Silvia Serra Lobo But you don’t need any facts apparently!  Cough up your supposed facts to disprove what he said libtard!
2652531713,false,in progress,2,"",,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,"Carl Ostendarp On the guns there is a minor stumbling block for fools like you - it’s called THE CONSTITUTION!  I hope you know what that is! And your thought isn’t new, you are just repeating the usual canned lying liberal talking points!"
2652531717,false,in progress,1,"",,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,"Danny Jones  Quote Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...  You haven’t really answered any questions - just added more illiterate drivel.  What is your view of the ‘great British culture’ and how has EU membership eroded it?  Do answer with specifics if you can. Why do you think the EU hate us? They certainly don’t want us to leave but they’re not going to compromise their membership tenets to suit the U.K. - we already have a good deal. How would gifting £5billion to the US benefit the U.K. as much as membership to the EU has?  I doubt you’ll be able or willing to answer any of the above - just like Trump supporters, you’re not that bright and completely misinformed.  Twats like you shouldn’t have the vote."
2652531719,false,in progress,1,"",,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Ayse Boykin  .... YOU pay taxes?
2652531722,false,finalized,3,2/17/2020 06:38:41,warning__some_aspects_of_the_comment_caution_at_possible_negative_consequences,0.357,yes,0.6694,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones what culture is that then ?
2652531724,false,in progress,2,2/17/2020 06:11:59,,,no,0.5389,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,I am sure you Russian Bots & Putin want to keep the feeble minded in America excited; about getting Trump's Wall of Hate.
2652531729,false,in progress,2,2/17/2020 06:17:30,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,"Renee ladd magee you've been watching too much Fox news, there is nowhere in Europe that has sharia law. I live in a uk city which has a large ethnic community, and you it has problems but its problems driven by unemployment and low paid jobs not what race or which god someone follows. Do not the US have the same issues in its inner cities ?"
2652531731,false,finalized,3,2/17/2020 06:26:36,,,no,0.6716,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,"Food for thought, if the person who wrote this post doesnt reply, its a bot🤔🤔🤔"
2652531739,false,finalized,3,2/17/2020 06:37:05,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,"Danny Jones One angel family does not a crisis make!!!!  Trump declares national emergency...  “Nobody’s done the job that we’ve done on the border, “ said Donny as he declares a national emergency today........the slowest emergency in history.  And with the lawsuits that will ensue, his wall will not be funded or built until after the next election...if ever.  THE WORLD’S SLOWEST EMERGENCY!!!!!  Donny lied directly to Americans about his “border crisis.”  Our Liar-in-Chief said that all the data that refutes his crisis designation is lies.  Got that?  Our president told the American people that THE FACTS ARE LIES...this is what all wannabe dictators say.  This egomaniac is THE ENEMY OF THE AMERICAN PEOPLE!  Donny doesn’t seem terribly concerned about this “crisis.”  He plans to travel to Florida mere hours after declaring the emergency from the White House. A president, in times of strife, would typically stay in the nation’s capital to oversee the crisis. Donny plans to do so from the comfort of his weekend getaway.  In reality, Donny is preparing the country for a fake war as he plans to enjoy a mini vacation. The only national emergency in America right now is one of leadership!!"
2652531742,false,in progress,2,2/17/2020 06:35:13,affiliation__some_aspects_of_the_comment_create_a_connection_between_the_commenter_and_the_targeted_group,0.5294,yes,0.5294,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones yeah that’s the Democrat love for you We deal with every day killing everything here in the United States
2652531743,false,in progress,2,2/17/2020 06:20:04,,,no,0.5205,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Carl Ostendarp Kids wouldn’t be here if criminal parents or others sneaking them in STAYED HOME!
2652531744,false,in progress,2,"",,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Move to the US brother. We need more people like you here.
2652531745,false,in progress,2,"",,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones best of luck to your country
2652531757,false,finalized,3,2/17/2020 06:32:31,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones factually you are tiny man
2652531763,false,finalized,3,2/17/2020 06:36:51,,,no,0.6903,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones what is your culture not trying to be rude
2652531765,false,finalized,3,2/17/2020 06:40:58,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones Thank you for caring.  God bless.
2652531766,false,in progress,1,"",,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones Time for your countrymen to stand up and rise up just like Winston Churchill did
2652531767,false,finalized,3,2/17/2020 06:36:28,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,"Danny Jones I’ve always wondered why GB joined the EU, they were stable without them. Good luck to you"
2652531768,false,in progress,1,2/17/2020 06:34:03,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny I wasn’t aware that being trash was an actual culture. The more you know 🤷‍♀️
2652531769,false,finalized,4,2/17/2020 06:41:39,,,no,0.7683,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones you know what I want you to refund me the portion that goes from my taxes to this bloody wall because I don't want the pay for it.
2652531770,false,in progress,2,2/17/2020 06:22:08,,,no,0.5205,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones Thank you for the kind thought.  This American really understands your anguish. It seems our culture is also being destroyed. Our President is trying with all his might to stop that from taking place.  I sincerely hope brexit goes though for the UK and that “WE” get  our border wall.
2652531772,false,in progress,2,2/17/2020 06:34:03,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones I hope May makes no deal with the EU! You will prosper that way! Stay strong!
2652531775,false,in progress,1,"",,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Uk British family not the people had no right signing the Belfour Declaration are they secretly Jewiish???
2652531778,false,in progress,2,2/17/2020 06:20:04,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,🆗👍
2652531779,false,finalized,3,2/17/2020 06:40:56,,,no,0.6948,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Scott Pennington you clearly don’t understand much about the EU.
2652531782,false,in progress,2,2/17/2020 06:11:59,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones why you say that ? What is your culture and  what going on ?
2652531787,false,in progress,1,"",,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones thank a Democrat for that
2652531793,false,in progress,2,2/17/2020 06:34:51,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,I'm just wondering.....do people live under rocks? How do you not see the damage illegal immigrants do?
2652531794,false,finalized,3,2/17/2020 06:30:55,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny Jones I suggest filing to immigrate now  We still have guns
2652531800,false,in progress,1,2/17/2020 06:33:34,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Adrian Dahlstedt We were already great! Trumps a scam artist
2652531802,false,finalized,3,2/17/2020 06:39:31,,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Make a deal with President Trump! I'm sure the United States can make the deal help the United Kingdom too. That's a great thing about being friends.
2652531804,false,in progress,1,"",,,no,1.0,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Good that you don't have 5 billions 😂😂
2652531812,false,finalized,3,2/17/2020 06:39:44,,,no,0.6707,,,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,Danny sorry but you guys need to fight for your culture and make UK great again the same way we are in the USA
2652531816,false,in progress,1,2/17/2020 06:32:52,,,no,1.0,,,Are you against the wall? First take the door out of your house and leave everything open.,Larry Lubiner it's already happening... might as well get on this Trump train ole son TRUMP 2020 because you aren't going to have any Democrap presidents for the next 100 years
2652531817,false,finalized,3,2/17/2020 06:39:44,,,no,1.0,,,Are you against the wall? First take the door out of your house and leave everything open.,"Hal Eric Mitlitsky every single president has declared a national emergency, usually to protect foreign countries, time to protect ours."
2652531820,false,in progress,1,2/17/2020 06:33:57,,,no,1.0,,,Are you against the wall? First take the door out of your house and leave everything open.,Hal Eric Mitlitsky With any luck that won't be for AT LEAST another 5 years. Hopefully more.
2652531822,false,in progress,1,"",,,no,1.0,,,Are you against the wall? First take the door out of your house and leave everything open.,Larry Lubiner it's spot on
2652531827,false,in progress,2,2/17/2020 06:35:33,,,no,1.0,,,Are you against the wall? First take the door out of your house and leave everything open.,Alberto Weisz And use other means?
2652531833,false,in progress,2,2/17/2020 06:34:51,,,no,1.0,,,Are you against the wall? First take the door out of your house and leave everything open.,Would it only be illegal immigrants that would ransack his house? because no Americans would ever commit a crime 🙄 moron
2652531834,false,finalized,4,2/17/2020 06:32:31,,,no,0.747,,,Are you against the wall? First take the door out of your house and leave everything open.,A 60-high foot wall that spans 1/6 of the border is equal to a door being open? You people are beyond insane. Not to mention he's never going to get it. He's going to be stuck in the courts for years.
2652531838,false,in progress,2,"",,,no,1.0,,,Are you against the wall? First take the door out of your house and leave everything open.,"Larry Lubiner so, you didn't pay attention about the thousands of migrants coming up from south America? What you are claiming is ridiculous!"
2652531839,false,in progress,1,"",,,no,1.0,,,Are you against the wall? First take the door out of your house and leave everything open.,"Absolutely – If we don't have the funds to build the wall along our own southern border – Then stop sending American tax-payer funded financial aid to foreign countries, stop financial aid to illegal aliens, stop importing cheap labor, stop allowing and enabling US jobs and industries to be outsourced to foreign countries and do not import foreign fuel, steel nor electronics used in our military weapons, national defense systems and power grids – Build the wall and guard the border using our drone and satellite surveillance systems to find and turn back unauthorized intruders – Also, hire our veterans and former law enforcement officers to monitor and minimize visa over stays.  This is The United States of America, it's our country and being a US Citizen is absolutely relevant – What the American People clearly want and need are more elected officials that will actually start putting the best interests of our own US CITIZENS first and foremost, and that includes appointing judges and others that will do the same.  For the first time in 30 years, we finally have a president that's actually doing something about our traitorous trade and immigration policies – And the corrupt manipulative media, establishment puppet politicians and their globalist masters are blatantly fighting President Trump and the American People tooth and nail every step of the way."
2652531842,false,in progress,2,2/17/2020 06:34:03,,,no,1.0,,,Are you against the wall? First take the door out of your house and leave everything open.,Russ Bischoff right on right on right on
2652531844,false,in progress,1,2/17/2020 06:31:30,,,no,1.0,,,Are you against the wall? First take the door out of your house and leave everything open.,Alberto Weisz you can’t take your door down but not because of illegal immigrants because of American citizens
2652531847,false,in progress,1,"",,,no,1.0,,,Are you against the wall? First take the door out of your house and leave everything open.,Alberto Weisz 👍👍
2652531848,false,in progress,1,2/17/2020 06:33:14,,,no,1.0,,,original post,Trump is right. Impeach Pelosi for sedition.
2652531850,false,in progress,1,"",,,no,1.0,,,Trump is right. Impeach Pelosi for sedition.,Shirley Wilson prove it!
2652531852,false,finalized,3,2/17/2020 06:36:51,,,no,1.0,,,Trump is right. Impeach Pelosi for sedition.,Patti Piccione Zambuto they can be verified
2652531855,false,finalized,4,2/17/2020 06:32:31,,,no,1.0,,,Trump is right. Impeach Pelosi for sedition.,Diana Klausner is not just ignorant but stupid too
2652531860,false,finalized,3,2/17/2020 06:25:20,,,no,1.0,,,Trump is right. Impeach Pelosi for sedition.,All you liberals need to shut up.  Build the wall and throw the liberals over it.
2652531867,false,finalized,3,2/17/2020 06:36:28,,,no,1.0,,,Trump is right. Impeach Pelosi for sedition.,"Renee Korabiak Ah huh...let's not foget the multiple deliberate attempts on people Fauxtus considers enemies...ie deliberate actions taken to target and plan and physically obtain lethal items them deployed in attempts to kill them with malice aforethought, not some random guy trying to grab someone else's gun."
2652531869,false,finalized,3,2/17/2020 06:24:00,,,no,1.0,,,Trump is right. Impeach Pelosi for sedition.,"Eva Graham Trump is an ass hole! Not to mention the ""puppet"" to PUTIN. TRAITOR TO AMERICA!!"
2652531871,false,in progress,1,"",,,no,1.0,,,Trump is right. Impeach Pelosi for sedition.,"Jean Kakuk ,trump wants to grab you by the pussy. Well,maybe not you"
2652531875,false,finalized,3,2/17/2020 06:42:36,,,no,0.643,,,Trump is right. Impeach Pelosi for sedition.,Eva Graham bella fucking Pelosi
2652531878,false,finalized,3,2/17/2020 06:40:29,,,no,1.0,,,Trump is right. Impeach Pelosi for sedition.,Mike Jackson It is a big deal.
2652531880,false,in progress,2,2/17/2020 06:38:33,,,no,1.0,,,Trump is right. Impeach Pelosi for sedition.,"Eva Graham One angel family does not a crisis make!!!!  Trump declares national emergency...  “Nobody’s done the job that we’ve done on the border, “ said Donny as he declares a national emergency today........the slowest emergency in history.  And with the lawsuits that will ensue, his wall will not be funded or built until after the next election...if ever.  THE WORLD’S SLOWEST EMERGENCY!!!!!  Donny lied directly to Americans about his “border crisis.”  Our Liar-in-Chief said that all the data that refutes his crisis designation is lies.  Got that?  Our president told the American people that THE FACTS ARE LIES...this is what all wannabe dictators say.  This egomaniac is THE ENEMY OF THE AMERICAN PEOPLE!  Donny doesn’t seem terribly concerned about this “crisis.”  He plans to travel to Florida mere hours after declaring the emergency from the White House. A president, in times of strife, would typically stay in the nation’s capital to oversee the crisis. Donny plans to do so from the comfort of his weekend getaway.  In reality, Donny is preparing the country for a fake war as he plans to enjoy a mini vacation. The only national emergency in America right now is one of leadership!!"
